model,kind,digit,index_in_kind,request_id,rlm_code_correct,rlm_nl_correct
Claude Haiku 4.5,spp,0,11,bebed6491fe134970ac400f691275412d3d8e109a5e207af87157684d241e6ad,True,True
Claude Haiku 4.5,strongly_connected_components,9,2,3d797f84b272b78ac8ff33e5b271ee64ae2c6691f4dc867c83963b71615ef111,False,False
Claude Haiku 4.5,spp,0,12,d339a14fe4e99f3ecfc7439416d9938c4e252e3685cb551dc4fc30456ba8cf89,False,False
Claude Haiku 4.5,strongly_connected_components,6,1,cfb86b699d3b7ae3d370314d90853953fcb57072d8281c2388d5bd26a1a5d7ad,False,False
Claude Haiku 4.5,spp,0,14,76177927c5ef1f95d3073fa01ed1ff1ce04db746f29528f9d2539700f0057190,True,True
Claude Haiku 4.5,spp,0,15,39d949325cbe82197c0875ca37b083f9ba804cf6e373c87eb70192e775f858ac,False,True
Claude Haiku 4.5,sub,4,4,781c4840c25eb5051edf513bea00d01992f312e52b8bc44e5d781a9ed374dc5a,True,True
Claude Haiku 4.5,sub,2,1,2850c36a45715660dd5ceb05ad4e8c701f841c3b94aca62fb057d61cce8f7b78,True,True
Claude Haiku 4.5,sub,6,6,aa524f114de155479a59bcee578db8909f216b60db5831ba66fa72495e44a37f,False,False
Claude Haiku 4.5,sub,2,2,9c59295f66303763a5cff84e3ad9413c300268aa14db402dab4c50a6b3951587,True,True
Claude Haiku 4.5,sub,8,7,aae381e9327d2efdba0f62385f5098b73eae343187e8f71eb41966ac24f8e35d,False,False
Claude Haiku 4.5,sub,4,3,e3a003cdd1409165bbae4037e86f933bd4770f4ce85e06e6d90d216495225ac7,True,True
Claude Haiku 4.5,sub,6,5,60b6fa5b78f2b8c0e2d19a715dedf1355d3b55609d1399c56834d355ed88a25f,False,False
Claude Haiku 4.5,sub,12,11,ef1ba310514a15b041382523e6c81de92ec058586b4eaf2a74440e4077987bf8,True,False
Claude Haiku 4.5,sub,8,8,e257bbe0cd25109f29b42d75dd63cea9d735be96c755217424e3d2acf199f45b,True,True
Claude Haiku 4.5,sub,10,10,67fdb486a8da1c2c03325ab20f320341bf8f726f5d1818c96053a15119a4f428,False,False
Claude Haiku 4.5,sub,10,9,d7f41684283a7c1b30cbedd4b24e3c59f69d3fa565845d5c8882ac475867a87a,True,True
Claude Haiku 4.5,sub,12,12,f021a1ac1976ab360523eeeea74125df68dff891c893163e6cd86c2f0fd17323,True,True
Claude Haiku 4.5,sub,14,13,a71edcd1b2d76f6de70df22d9334cdea3ad94d326b220490f2aaba404b60a354,True,True
Claude Haiku 4.5,sub,16,16,6adefc8aa26014bf68a6e34344659e38402e9e6fae409c30eed886ee9c367820,False,False
Claude Haiku 4.5,sub,16,15,e4e2d85341dc47c6970daf817682b47b1c19bf474f276eb5335227ba3661be9d,True,False
Claude Haiku 4.5,strongly_connected_components,16,3,3d4b79761b5ab58e97c2e4f38abf05249b5a99803bb7e9041aa3384675422429,False,False
Claude Haiku 4.5,sub,14,14,752f4e27558f3e4ad8631b49b016e50f827a4d00737c61585b949521ab9c53d2,True,True
Claude Haiku 4.5,sub,18,17,02858588ae8924fa036e4e1b11ccd43c6959269aae419cbcf5a02767ee5ebce9,True,False
Claude Haiku 4.5,sub,20,19,3ece3aa7b1f2a709c7aee7d046d60b8929d227e63b1ca84758e4cee5a772db61,True,True
Claude Haiku 4.5,sub,18,18,e8929275608f531227022cc3b690501bdde9c910b668948338e459cf3135cc19,True,True
Claude Haiku 4.5,task_scheduling,4,1,37f34c71e926eaa6957364286091a6a8f3b0fdc184edcdf7457762094bb42704,False,False
Claude Haiku 4.5,sub,20,20,2d1370d453593b09e6f86cc2e91de71674f9488dcac79ba0e8afa1a44ec42c78,True,True
Claude Haiku 4.5,task_scheduling,12,4,6e4ec112916db8a87ac75b3a26d49c6185868f5043d175f8a5bcaa497776519d,False,False
Claude Haiku 4.5,task_scheduling,10,3,938d4d4556f3fb40e28cbd134b99a91de72ace753f1479b9903fdde4b076213e,False,False
Claude Haiku 4.5,task_scheduling,13,5,2d280610f85bcd2f5ed925cd612f14bd2fc561a3be617f82b92c504795ebbbe2,False,False
Claude Haiku 4.5,task_scheduling,17,6,8d8929753defe6340969f4d17349c6dcc650e30ff2ae5916031eb74ac814ddb2,False,False
Claude Haiku 4.5,task_scheduling,9,2,c7ac661782dd636ed43e41222169b2bfb826b7543f0e577924f8979c24972834,False,False
Claude Haiku 4.5,task_scheduling,27,8,92295d1eb3b2a02c5c00565cbd528e27b3a24c819f4feb51056a1059f7368c9a,False,False
Claude Haiku 4.5,task_scheduling,35,9,a9d7868ba45819b373450a768dfdbc81055f2bb7238a9fa3c682748ce51828bf,False,False
Claude Haiku 4.5,task_scheduling,22,7,31fb578b3bf61fa57f655f8d7ea85c401d275ee10c55b278c85d80021ca3b891,False,False
Claude Haiku 4.5,task_scheduling,38,10,31cb01cd4e6a859d3b0023c03e072471c376ff02d9fe9c89586c0b18acebfc1b,False,False
Claude Haiku 4.5,task_scheduling,39,11,ef26489d18249fcd45c1c9f5ec495a1e28107acd2ab6ad68022187adb3091e35,False,False
Claude Haiku 4.5,topological_sort,11,4,55e1516dae94ad2c32be9bbd05fa560de398da3d4c45b7b51dc854d6772bea93,False,False
Claude Haiku 4.5,task_scheduling,40,12,30e919c09338090304ddf278e2314646d271722a60576419064b0ed76af851ac,False,False
Claude Haiku 4.5,topological_sort,7,2,33c796196cb92e5cf8145d7f5d8d775c51403061090e94ac55aa766014e24200,False,False
Claude Haiku 4.5,topological_sort,6,1,3b8aa065a3bd485148afcc5954c05d9983fb7583dcb7c01ef0a72cb0b0e86267,False,False
Claude Haiku 4.5,topological_sort,18,8,ce944c460fb0ef5130a24c548ad510d8a5207fffa0641c1d137aad3a5737a314,False,False
Claude Haiku 4.5,tsp,0,1,a5a451ecafaf47ead110431bbf4939c75a832efe713ec82c98e5d93389a3213a,False,True
Claude Haiku 4.5,topological_sort,21,9,955e8536fe02d035f5efebeccf43bdfdf971f45bca882795a60c28ff6dbdc1b2,False,False
Claude Haiku 4.5,topological_sort,16,6,1a0d90457f5c493b0741a6b98f56ed393799aedb65d52958c2a51fd797ced737,False,False
Claude Haiku 4.5,topological_sort,12,5,e7dc16fded5a3840a77349dc2a6bf99c5075af9712a5b0178b8a3abb988a937a,False,False
Claude Haiku 4.5,topological_sort,10,3,8a1d11ae87e3a30df02bf8cf18faed598511a70bead90123ce93bcbcb9738907,False,False
Claude Haiku 4.5,tsp,0,3,ab2cc2980cfbc774306474d91cc36eabb4e68586be6a0b4bdcc66faecf34a09b,False,False
Claude Haiku 4.5,tsp,0,5,4b73fd48e5a52f83be715421be6e8380c746d16350692e63aed3e062ebc41870,True,True
Claude Haiku 4.5,tsp,0,6,e387ad1e1a03006bbd76fb5458788f0ad852bbbf5d40f7edfddfec7e7f766c22,False,False
Claude Haiku 4.5,tsp,0,2,04e211b529cc1105f545feec4d8c3aaf5bc8b9474bc978473434ee553cf9e76e,False,False
Claude Haiku 4.5,tsp,0,7,c967bffd658efb6947c7d7a339c3b8ac9ba9791849431b402502f0ad62bbe7ee,False,False
Claude Haiku 4.5,tsp,0,12,150a4c40ad730507d84bbea7600ba0954c99b4626aceb5aeb51120e0c8f23e0a,False,False
Claude Haiku 4.5,topological_sort,17,7,646818ab25e3f998483a2810685e9c336c27b205634aa722ed7cee9868454faa,False,False
Claude Haiku 4.5,tsp,0,11,b76d08b149cf3caba2efe61b2bfe32a6a9f7c2461a4c8242c4ea9685b7e63c2c,False,False
Claude Haiku 4.5,tsp,0,15,74aca710672bfffcaf40b58960a4902bafc28a1e6f66fe0d054262b16a9391fa,False,False
Claude Haiku 4.5,tsp_d,0,1,2e490324b85cb5f92628a1cefc10d9dff2faa68467c48b2f44e48bc0339a78cd,False,False
Claude Haiku 4.5,tsp,0,13,7dfe9069a696fa840b911a5d4f06760fbb8826857a2ab19afcb7ea1a8d443e4f,False,False
Claude Haiku 4.5,tsp,0,14,b19a9397569b56dde60a3ff1b7408f2adc91b88cbf9f32c5ed74ba7e6897d4e6,False,False
Claude Haiku 4.5,tsp,0,8,81a8df3ef0768058cd12557c03f3a58cc359e16185e0e991f058a49c7612a099,False,False
Claude Haiku 4.5,tsp,0,9,71146faba73cd3f542f13c50ee3325304904de5b08136aee7da0a184081ffe10,False,False
Claude Haiku 4.5,tsp_d,0,2,cf70e695c3365bd50f76e025f923fe48968959e89fc5db6f403eccccbe60c18a,False,False
Claude Haiku 4.5,tsp,0,10,ba969a8b2adf95c7c0a082a4957a0a5e05c684155cb9353fd1a8b33274462aa6,False,True
Claude Haiku 4.5,tsp_d,0,3,d71dacb367fb769ae455827dd116f5ee2646580cb86bb8c7024ab4cd5d20cad3,False,False
Claude Haiku 4.5,tsp_d,0,4,0deab807acb8df5cf18c9489447e637e37734834d784933c5e4bb0cc5a061b9b,False,False
Claude Haiku 4.5,tsp_d,0,6,4be5747cdf452c8aff3fb1ea9817d5407f12efdb9d5e4643c350eb33d6d8ad66,False,False
Claude Haiku 4.5,tsp_d,0,10,fdd97a1e5474cd3fad0be9f949a7e5d55470723764d0ad2b9659a1538e931b67,False,False
Claude Haiku 4.5,tsp_d,0,8,1e4989e65f1d62862b8112a0d598c33cfaba033f3dbc3e7273139d39b42ca783,False,False
Claude Haiku 4.5,tsp_d,0,7,39fcd0e5dabff20786d6aa5f31e8db5c53c1114224e19953eb0789c330c4ddca,False,False
Claude Haiku 4.5,tsp_d,0,5,3faf6a2c6c4a2fea27a2ba24acd475bc58fb0585e25123936e318d91e7e80472,False,False
Claude Haiku 4.5,tsp_d,0,9,69e9cde1f25fdbcbf2c7b96b4e3cf98ab6958cc783955f82f1edd00c92479cb5,False,False
Claude Haiku 4.5,tsp_d,0,14,cf5e0cbb2c252203513be55bd6bb80a32f7a14d0338e75ea1e0669c639acb74c,False,False
Claude Haiku 4.5,tsp_d,0,15,0e9f36b207fb618a815c0f321e4be9f431f93f0c0ed1afa89a40fce13e6e6079,False,False
Claude Haiku 4.5,tsp_d,0,13,aa84bb8be2e218a6424bc67308684497a208842231e1caec4eb8793ca618af9a,False,False
Claude Haiku 4.5,tsp_d,0,11,bc4ed4398a4419b0055ba10a32cba64e46486bfccc46bcfe5326949c2155f895,False,False
Claude Haiku 4.5,tsp_d,0,12,3d96397359987ec924ee65e61cb33ebfe9399d7758946b709016ee7a6bd55791,False,False
Claude Haiku 4.5,tsp,0,4,6d772e48c87db0f06f3cf5fa1c6d0e1d3ce589109ceb074ef7ff4d057d439c90,False,False
Gemini 2.5 Pro,add,2,2,9f0b68b3d00c04f0a98de20657fc25b5d7017c8d0ae57273feeb9e93a9ed1e2d,True,True
Gemini 2.5 Pro,activity_selector,37,17,40fee3cbf4d8551a4f3c3e5f9fd006342ee42959ff0990a5a61a929ea63af114,False,False
Gemini 2.5 Pro,activity_selector,18,9,f254f2d8c60361b31bf9f5f603e15cb18cfd0b2aee3a33f464e2a349f0570551,False,False
Gemini 2.5 Pro,add,2,1,7b397201ab815ce95e12b0bcba432738c7e1cfac41ecd1e8b649419d6f87965e,True,True
Gemini 2.5 Pro,add,14,14,3077b356a4cc4579a1a440d38f5e9991107c9e98df61ecb7c848429f09e299c1,True,True
Gemini 2.5 Pro,add,4,3,3e45c06c576c1a0f26ab87a1d029147fb7d6661b42759b7e7175bf1ff443bde1,True,True
Gemini 2.5 Pro,add,8,7,2a73778703c317084a7c2596eea41d06b14ccb2dfd8db8fc78f28227eb190438,True,True
Gemini 2.5 Pro,add,12,12,e970a1a574fa7e5a1624a9f5bba8b9a7b98b2b963a27da9d2175ae1ccfb2505c,True,True
Gemini 2.5 Pro,add,6,6,61b7afee9c063482d81584ae18f6fb01c328059f96c355a197ff54e5a261be22,True,True
Gemini 2.5 Pro,add,8,8,a3c320eca7364684a1fde0587f1d39253162507c584a8b6efff39b58996707ba,True,True
Gemini 2.5 Pro,add,12,11,980958b57bf5622a1633155999d9dee8163ddb9aba7bb2bc0e1bba608833dd2d,True,True
Gemini 2.5 Pro,add,6,5,748e7dcf5d90fa880ec0604abda5330e9824742266d86d91c600864a1445e4d6,True,True
Gemini 2.5 Pro,activity_selector,4,1,b2726136dc798d9355fd6093c366ec97362eb32cfed5ab23a237fb7b6c5d03f6,False,False
Gemini 2.5 Pro,add,14,13,5815767e2541c57b4136b08a38dd79aea48fd698cd06504d721c7fdb7d93c78a,True,True
Gemini 2.5 Pro,add,10,9,eeb02ea0c6d2a09a03f167b661cd40fb60f90d4483a46f907ed5ed7c3a10fd39,True,True
Gemini 2.5 Pro,add,10,10,9814292e7a47fb1edcb1dae0db48dd577e0dc191230e98dc9501adec827ba617,True,True
Gemini 2.5 Pro,activity_selector,16,7,9b009a65fbabdb3a7d95e93ca3e22f348df31da636b8b7605d850dd075ea19ea,False,False
Gemini 2.5 Pro,add,4,4,744f3df1fb9bbd33aa79665a6c883b536213cec81b1148a30c112b90e04c5aae,True,True
Gemini 2.5 Pro,activity_selector,5,2,f3ec9d049b11038ccb9950653f7c636122e27e5d855d613de741c21aa1a65594,False,False
Gemini 2.5 Pro,activity_selector,6,3,d81a709d0eb702a662971b0a052c56846cb29f6b80224c3f5cece4fab5d3be36,False,False
Gemini 2.5 Pro,activity_selector,19,10,7a4c9a0e0902ec3ca7ce24acea75843bfe360655485040a7a6d31b1a7e87c551,False,False
Gemini 2.5 Pro,activity_selector,13,6,fc1cbb2a30f94411680428b57c6731cc12914ed8ecf1ee65ccd58c003918d3d5,False,False
Gemini 2.5 Pro,activity_selector,12,5,4dbc55b3142dfcaee62896ad42fdb4f48d5f707b14e8a2aba32feb5ec84bc4cc,False,False
Gemini 2.5 Pro,activity_selector,23,12,0f27ef90c75bd0026c54fab1f2e437c4cd6458417836dcb694bfabf45a84f77c,False,False
Gemini 2.5 Pro,activity_selector,7,4,46da6844faf56fa4df7edaf48c3d8a23e5407dd8200c5b7dc7f819733f7533ad,False,False
Gemini 2.5 Pro,activity_selector,20,11,c74458296293f4d443628fcbd4ddc5df84c0c3113b2e5b3cd73e3571c095bd24,False,False
Gemini 2.5 Pro,activity_selector,27,14,d62dee877c5b3a59d0a1a52f0968949f5029e4721b835b13ce33b2020bbc9461,False,False
Gemini 2.5 Pro,activity_selector,26,13,8a38ea8f8e7b71006060515097490a996ecc120cb33d34a23935b3ad793d9de5,False,False
Gemini 2.5 Pro,activity_selector,17,8,81564f980351d94d7b53b1905ade9f1c81d780e936185b1a82440e86581a3555,False,False
Gemini 2.5 Pro,activity_selector,36,16,58bc14259e6bdd557185167d83523eda57293393aef74eaa96f15578768ff277,False,False
Gemini 2.5 Pro,activity_selector,31,15,0a869090aa603c6403c3637bfc770e95f186d5e0997b1f93785b0ea319cbb9d9,False,False
Gemini 2.5 Pro,activity_selector,40,18,67632795c5daf1cbbd602ba1b9d0bb32e7537d56c2cc7d780207fa02a5c268a8,False,False
Gemini 2.5 Pro,add,18,17,dd8aedf928b2e9e19ba4b25a6fbab81e21c3e476aaec98beef7dc29bef818b57,True,False
Gemini 2.5 Pro,add,18,18,bd2ae8b69d5c45ba227cc54b21adc9444dabe1c6391b8f877899c6de75f6d4f5,True,False
Gemini 2.5 Pro,add,16,15,ac3dc84e4d36548a6782c280f6c614f6858075a8c29b216455d61e1d812e4686,True,True
Gemini 2.5 Pro,add,16,16,7d547e8d4e52248adc4950594763a6a7bcfa7664ff119f8a5bf79e27a93e3b43,True,True
Gemini 2.5 Pro,add,20,20,838dda6f9735c0345cc822aef45b1caa4d2d4a01ba29aad27ef42e7d5b500c3e,True,True
Gemini 2.5 Pro,add,20,19,29a8b38cc0d3eb0f64ede704a760a6f07e2e3092b277a0db6b92b1a286ccb82f,True,True
Gemini 2.5 Pro,articulation_points,4,1,b630781b60e6d106748fac79a0ce784af69cf6849642d85b3b0d4f8165c4d374,False,False
Gemini 2.5 Pro,articulation_points,16,10,b9d9c4c047a47d9163c64ebc90b1ec67ff7a565a7991447cc7057136b1a5a12d,False,False
Gemini 2.5 Pro,articulation_points,10,7,ba991bc9b9e3fe84aa3fc345b2cb18b6582d042890451e9a3e691ec55e8b9773,False,False
Gemini 2.5 Pro,articulation_points,18,11,c33030aeba974a0d9d6a80bab97794d7d9bfec65ed96ea02f0bddbe9e4cf938c,False,False
Gemini 2.5 Pro,articulation_points,6,3,42bb7e8933bf86ac288d5402d7b05d7d72fc76afc9a74f289b47dbb760aa5692,False,False
Gemini 2.5 Pro,articulation_points,9,6,2a1a761b7b06aa552daec340ceb061dcb3e7c756a9f4d2848f281191ed403ae0,False,False
Gemini 2.5 Pro,articulation_points,5,2,1ea885b92eed4e0acc22ed35a3bcaca1ab1986640141d4e4120133f1092cb434,False,False
Gemini 2.5 Pro,articulation_points,7,4,6ff005f184326dd30cd4217ab24158987f9634f5f2b0c1bcd9cc7c1c88f657c8,False,False
Gemini 2.5 Pro,articulation_points,8,5,09fe2ac1a006f78e753c8a61cc33765e910d1abf5d95fc2362606360331a82b4,False,False
Gemini 2.5 Pro,articulation_points,14,9,f820ffb133194e7e9331d7548bc2e02cb531c93f130a12d13b89570ec4162639,False,False
Gemini 2.5 Pro,bellman_ford,22,8,4c55e2f123e9bd398fda8c7eada643c9de46b719b69f193546432564efe30f40,False,False
Gemini 2.5 Pro,bellman_ford,18,6,1a91161c91f429ccd6bb7ea24d92c76e222ffbc2ef18e1e17790b3e31b96e78f,False,False
Gemini 2.5 Pro,bellman_ford,10,1,7c30c0ee90b060cba4bedf31af663a3d915f43557edf7432a515493940aecc17,False,False
Gemini 2.5 Pro,bfs,6,3,0e78104ff0cdc16c4afef14e33c644dd82e982f9d471b622977dbe743ecb6b46,False,False
Gemini 2.5 Pro,articulation_points,13,8,74c2df073645107f3c66965bbe4b313b57e33de8bc645408147507be33b8457b,False,False
Gemini 2.5 Pro,bellman_ford,14,3,ee051491e084a547d83fc0551881ff61baa5277cd062f247fc81995d2ebf8969,False,False
Gemini 2.5 Pro,bellman_ford,13,2,44902524d40394f2fb65408f36631b88354ece079b3cf45e11fb009e1e22733e,False,False
Gemini 2.5 Pro,bellman_ford,16,5,ae508f49ee6b66ee14e6ee18f0e4748e06f6ab7ad93712748c409f790dfd3b41,False,False
Gemini 2.5 Pro,bfs,5,2,f8ddbc8f2a8ccb7184a952b4227f2eebdb40d5bcb75bb3031cad9a35b3f68c20,False,False
Gemini 2.5 Pro,bellman_ford,24,10,8207a6e00cb4f00144b1041a8406e1ea228afbd79cf5061194c98749263b9268,False,False
Gemini 2.5 Pro,bellman_ford,15,4,86f1efe451b776510f0791388c4c4d43927b3db1f04cb407166167a387c98805,False,False
Gemini 2.5 Pro,bfs,4,1,fa480795dc5580828ef07137c89977b9797e4a29286530bdc67c7e0148c8a00e,False,False
Gemini 2.5 Pro,bellman_ford,23,9,6932733cb00ca9f46c2dfa93b40587610252ec66af883f05a9102128cf4e9a02,False,False
Gemini 2.5 Pro,bellman_ford,26,11,39cb8a651c10d022ce652d4ac73b7136826249888b5391f5c114f9e3aaf0196a,False,False
Gemini 2.5 Pro,bellman_ford,31,12,43e19bdb1f26f9dee134385c4f8a548d1ae6bcb7949fd1b4c38de2dbe3a56ebd,False,False
Gemini 2.5 Pro,bellman_ford,21,7,b30cb7bf3e852b9000dcb0d9e238deed86a3d5cb7d478f88beeffca0169c63d3,False,False
Gemini 2.5 Pro,bfs,7,4,8b9c6af5786ab4520551674a7bd1748686fb97a6bdc101e2451aefb38ee65af6,False,False
Gemini 2.5 Pro,bfs,11,6,648ae415893e32fff64281d2a963d15811075b21596781bdb9252cb5437178e5,False,False
Gemini 2.5 Pro,bfs,39,16,0563abebe341a6d11b15c0edd907396c9149fa19d085a0ed41b52828a7c6e8d4,False,False
Gemini 2.5 Pro,bfs,13,7,49179742c8cc89196e024b76f4ee9d9f91c35018e2a53f482669b28a43781bb1,False,False
Gemini 2.5 Pro,binary_search,5,2,88a6ac0cfb623d037f9dcb0a95949e822c9ead972043c87d353c934665d6e479,True,True
Gemini 2.5 Pro,bfs,15,8,79dec82ef6b6e3a5d25d4738d185ed4cabfcbdac5e9d2b5bf7297e25d3890dbf,False,False
Gemini 2.5 Pro,binary_search,4,1,bd75456116ec8cece6e675353a1220aeeb6ec84d4db5f08267c581848f20c5b7,True,True
Gemini 2.5 Pro,bfs,25,14,9bf203e6e567de559529b138c112088cef7aca55dedb91266e213798f44cb002,False,False
Gemini 2.5 Pro,bfs,19,10,1e1f7ddba562b8435f79c56f144c9874fcb3e8fc4279a1d003993b5e0544a1e7,False,False
Gemini 2.5 Pro,bfs,17,9,51544550ecbf79e6fa01479d81650a79e21c661362fd3862ffd6f7df1456256a,False,False
Gemini 2.5 Pro,binary_search,16,6,819afd288628b938800c218c21ff7f8eb3d0b10c5ebc85172fcad0c2a8958556,True,True
Gemini 2.5 Pro,binary_search,6,3,45d21d8ad3d7aca5120b842828ba59edd6e082c9b7f3c8d5c311b050325fd198,True,True
Gemini 2.5 Pro,bfs,22,11,9e4a5639508f88e6e715f0ec0c5670aa45b9b22321f59eac8bc927f29e1899a7,False,False
Gemini 2.5 Pro,binary_search,10,4,e26809968ba7e07974c449c96b92cf2a526bfe3523e3c2e18caeafe87ab96c89,True,True
Gemini 2.5 Pro,binary_search,17,7,3fd459a6e7fe1a4df0e6ea5866079718fb4567125dd242aa1d9486a3175f6534,True,True
Gemini 2.5 Pro,binary_search,11,5,189715db15063e3ab4cf87e5cfb9af1af37d5d93acf6d32a58e15ea4ab7c5b46,True,True
Gemini 2.5 Pro,binary_search,20,9,943d33dce6fb8e96b0cd86c038776fd9623c842f1a8d15649787474fc15fa84e,False,False
Gemini 2.5 Pro,binary_search,19,8,4eb2fb11cbfccdcc644b59aba7a20b76b604a82cbf0c9a0155a8c3064521ae31,True,True
Gemini 2.5 Pro,binary_search,22,10,04f407735dc28643e3085815352df486de53b00fda14512ae7ce42bae3655c2d,True,True
Gemini 2.5 Pro,binary_search,25,11,ea9dad1641707794f5606d667061d98cc9955a1a3bc0895b674dfb6845d3908b,True,True
Gemini 2.5 Pro,bfs,24,13,770935c2c8307d17179ab74c3954ae7965d567e557491241e32e819508077232,False,False
Gemini 2.5 Pro,bfs,23,12,01cfd29b5f9b283ed3f1376265c77a467d7a9b7385867a8b408a3f6dbfcfabf8,False,False
Gemini 2.5 Pro,binary_search,26,12,8133ca42a7fc8c4c3b9fdb9c8ab7e2c3618da273a0bdcbc036779b8c115cb9e8,True,True
Gemini 2.5 Pro,bfs,8,5,91bf06a1bede7bfafd938a93269a92edbd859be5edc64c49e6a86667dc402f31,False,False
Gemini 2.5 Pro,binary_search,34,16,8c5fca01d88714c6e7467d9dae51af851132a34c486aab706b1b75227167991b,True,True
Gemini 2.5 Pro,binary_search,29,14,0115840955f3f444f7810fa4adcd80f151ee9360f6b51706dadad1bc24813d80,True,True
Gemini 2.5 Pro,binary_search,27,13,35101951c9456654fdb92e2d1d28fa8b8a155e876627c408c6b43e053c6f8535,True,True
Gemini 2.5 Pro,binary_search,33,15,c75040bf77d4ebd205b549554cc59f961d3b50555413da84765cef04296d126d,True,True
Gemini 2.5 Pro,bfs,33,15,5b3be83c2439c7f8fa9384e753464bbc757c1532363812f84a17dbf0013ab5a7,False,False
Gemini 2.5 Pro,bfs,41,18,41ef85011bad0269aded6cf0e914f17584ef69a93226ea3acc467eaa21c0ca1b,False,False
Gemini 2.5 Pro,binary_search,37,17,e5a0a6a561423d06a4238d8102fab63a239525bad28f6dbb4be9b59813b39f47,True,True
Gemini 2.5 Pro,binary_search,38,18,36874cc9b87d9a994d59a12b83ab64578bab83b6cf334f1ca1abd43654d6c0d5,True,True
Gemini 2.5 Pro,bfs,40,17,4cb2f73641605ca79cb4d028f12ad79297e11944c488d90602a4f3f20685b503,False,False
Gemini 2.5 Pro,binary_search,41,19,bcc5a393df246109726f8ffa6d325779011af2890a8ba68b68591e09bf4d0c90,True,True
Gemini 2.5 Pro,binary_search,42,20,4e08366b09578eec706185fa190d26e39693e58c9c1c95f2cb3d54b4a9fb32e0,True,True
Gemini 2.5 Pro,binary_search,43,21,ae470821e07761759f698e46ab073a8f699929abef55f9d50d01103f8beba9a3,True,True
Gemini 2.5 Pro,binary_search,53,27,9aaf5a6388eee3c4d73cc416c70a766185fe7c00f7f2dff29517e9ae05b27000,True,True
Gemini 2.5 Pro,binary_search,46,23,b621838f8fb43d218c8f15d27760cb1620340bc08d09500e729a820e385c3f7f,True,True
Gemini 2.5 Pro,binary_search,51,26,13625636de96dc4bcd6e3b9e97c8672f24b727fdabcbbb619c42cb58f120e2ad,True,True
Gemini 2.5 Pro,binary_search,45,22,1308ea2a526028e907ea627ece66ec28cf833d2dc5dd4f0e8b23bfbd523bc221,True,True
Gemini 2.5 Pro,binary_search,49,25,c2d9ebbc7574313dde5c90091d261b393afa221e50f2962615a45248c7783674,True,True
Gemini 2.5 Pro,binary_search,54,28,de6d88e0bc993e34b9dbb1b5ed7f2d59534191048f0dc519799e88043523bac0,True,True
Gemini 2.5 Pro,binary_search,57,29,1be2e8dc617d5b1c3bd72c48ef65ae416503042287cdb27d899da80bec11c30e,True,True
Gemini 2.5 Pro,binary_search,58,30,ea926dad8c160e4850643885ad4e8fb0cc971eef90e0f2ec838021d92a9a1ca4,True,True
Gemini 2.5 Pro,binary_search,63,31,4ef9ab697063dde2925e55e8fd8aeb326b74a0db4393b2bf2f6ac55591502204,True,True
Gemini 2.5 Pro,binary_search,47,24,6ca14a566faca6951b224e365bd1131fe536cbe2ee31efdc40a2221c56a2711a,True,True
Gemini 2.5 Pro,bridges,5,1,a90faaf067b13e56ac4bb25e158cf8309d37cc5b037a8c16b9adf4eb95eee51e,False,False
Gemini 2.5 Pro,bridges,6,2,22eac8f29d6dccd25f35e780fd4f27d2932db9f2a912b00a7cb26aa0e655a4ba,False,False
Gemini 2.5 Pro,bsp,0,1,5004ccd08f3bf32acee3ec022982a8d5a2dd8c52c4d17e4d81ecc48c40c6607f,True,True
Gemini 2.5 Pro,bsp,0,3,88785c8503cceb4e189530568dbf5f19d90a3d18bb2395244e57d17b754f6264,True,True
Gemini 2.5 Pro,bsp,0,6,073f4b3658688cdd8d5c1ff9d00cf01df2daf2c1c6a05f1a38861e206b0d5b19,True,True
Gemini 2.5 Pro,bsp,0,5,072348e4495680cb23af07d6e02f3102a229cfb26dd9027cff7118d72a5b0e59,True,True
Gemini 2.5 Pro,bsp,0,2,1f0fb302c581baa9c792311ad361265f97505f89584187aedf558e0396c5f599,True,True
Gemini 2.5 Pro,bsp,0,4,3e09e154a986f9f2185e4e6a8ebb904322ec989d55e0b483dcc4f3557099f76a,True,True
Gemini 2.5 Pro,bsp,0,7,f6ebc34910614554c17caf89658bafdcfc80b840aa7e4c2d668ecc13ebc584ce,True,True
Gemini 2.5 Pro,bsp,0,8,1f92683ed094fbe8b89d364f83f9a3a8f5af2f3f4d567924f5f3b0e32c04c202,True,True
Gemini 2.5 Pro,bsp,0,9,bbc49bf13de3357c37a87c5d796d59fd3656e74e2e2ffc0385f72de90b1a7e1d,True,True
Gemini 2.5 Pro,bsp,0,10,942b6f324a4cadc1d459396cb96995c63db2bcfbbce915fd4036126e0d510397,True,True
Gemini 2.5 Pro,bsp,0,11,811069b34e854ff54ab55bca5fc9e64e7284c1fd82eb27c9aa4402e9d9aae773,True,True
Gemini 2.5 Pro,bsp,0,12,b487d6a946984ef8a652e1146f12dbaa10b52205eba2d1b8afd660a22eb147e9,True,True
Gemini 2.5 Pro,bsp,0,13,1d030cb75b6b4708acd8daac8390effd78d89ee7dd4e837ee687454407961d90,True,True
Gemini 2.5 Pro,bsp,0,14,b846d2b2f1e273f9b497c22b01be9043c2f004f179c8f092230eb87bba3fb2cd,True,True
